version,size,processes,tolerance,status,iterations,residual,relative_l2_error,checksum,total_seconds,compute_seconds,halo_issue_seconds,halo_wait_seconds,reduction_seconds
mpi_blocking,4096,2,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300733969,399.9882600857527,4.191080237,4.178853647,0.000000000,0.007156560,0.009371032
mpi_overlap,4096,2,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300733969,399.9882600857527,4.245036709,4.240102698,0.000443641,0.052984108,0.007942947
mpi_overlap,4096,2,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300733969,399.9882600857527,4.317791681,4.308977008,0.000626580,0.012625808,0.002735001
mpi_overlap,4096,2,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300733969,399.9882600857527,4.285036642,4.278268329,0.000544573,0.020916851,0.004856189
mpi_overlap,4096,2,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300733969,399.9882600857527,4.227147340,4.220595131,0.000432861,0.015126242,0.002226645
mpi_overlap,4096,2,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300733969,399.9882600857527,4.239335672,4.233558594,0.000590212,0.031864795,0.006903434
mpi_blocking,4096,4,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731615,399.98826008579624,3.712724805,3.696120757,0.000000000,0.007536980,0.027475687
mpi_blocking,4096,4,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731615,399.98826008579624,3.710968803,3.692080646,0.000000000,0.007932564,0.019419848
mpi_blocking,4096,4,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731615,399.98826008579624,3.706233898,3.691663242,0.000000000,0.007688156,0.025963799
mpi_blocking,4096,4,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731615,399.98826008579624,3.711037747,3.692490331,0.000000000,0.007678625,0.027995974
mpi_blocking,4096,4,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731615,399.98826008579624,3.713567356,3.691305948,0.000000000,0.007732610,0.020119644
mpi_overlap,4096,4,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731615,399.98826008579624,3.704631475,3.691002464,0.001382407,0.022156891,0.021809926
mpi_overlap,4096,4,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731615,399.98826008579624,3.708297392,3.691493702,0.001062994,0.023169895,0.011380424
mpi_overlap,4096,4,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731615,399.98826008579624,3.710943066,3.696842532,0.000976344,0.018372908,0.014691824
mpi_overlap,4096,4,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731615,399.98826008579624,3.710224067,3.698251807,0.001066370,0.023995616,0.012381911
mpi_overlap,4096,4,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731615,399.98826008579624,3.718213624,3.707723848,0.001169231,0.025565678,0.021824557
mpi_blocking,4096,8,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300732381,399.9882600857951,3.963508130,3.816357593,0.000000000,0.016609272,0.213747388
mpi_blocking,4096,8,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300732381,399.9882600857951,4.007047341,3.933278609,0.000000000,0.017729651,0.249478743
mpi_blocking,4096,8,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300732381,399.9882600857951,3.891098106,3.820694710,0.000000000,0.028225870,0.114557661
mpi_blocking,4096,8,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300732381,399.9882600857951,3.945341011,3.814895408,0.000000000,0.028681406,0.178771388
mpi_blocking,4096,8,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300732381,399.9882600857951,3.866618943,3.814717302,0.000000000,0.012968484,0.075693744
mpi_overlap,4096,8,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300732381,399.9882600857951,3.985212652,3.823334396,0.001510766,0.096095238,0.185930533
mpi_overlap,4096,8,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300732381,399.9882600857951,3.908553491,3.818591323,0.001166169,0.116953096,0.105989381
mpi_overlap,4096,8,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300732381,399.9882600857951,3.889486572,3.844416731,0.001056892,0.132055579,0.080141685
mpi_overlap,4096,8,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300732381,399.9882600857951,3.861392929,3.805477943,0.001412473,0.056370762,0.041124077
